TF	Gene
FLI1	LILRB2
FLI1	LINC00426
FLI1	LINC00891
FLI1	LINC00911
FLI1	LINC01268
FLI1	LRP4
FLI1	LTB4R
FLI1	LYN
FLI1	MALL
FLI1	MECOM
FLI1	MGAT4A
FLI1	MGAT4EP
FLI1	MYO1B
FLI1	NDUFA4L2
FLI1	NOS3
FLI1	NPTX1
FLI1	P2RY14
FLI1	PAG1
FLI1	PALD1
FLI1	PDE1B
FLI1	PDE3A
FLI1	PDGFB
FLI1	PIK3R6
FLI1	PLCL1
FLI1	RAB37
FLI1	RABGAP1L
FLI1	RASA3
FLI1	RASAL3
FLI1	RASGRP3
FLI1	RCSD1
FLI1	RFTN1
FLI1	RHOU
FLI1	ROBO4
FLI1	RTP4
FLI1	SAMSN1
FLI1	SCML4
FLI1	SELPLG
FLI1	SEMA5B
FLI1	SERPINA1
FLI1	SFXN1
FLI1	SOX17
FLI1	SOX7
FLI1	SPRY1
FLI1	SSTR2
FLI1	STAT5A
FLI1	SYS1
FLI1	TAGAP
FLI1	THEMIS
FLI1	TMEM154
FLI1	TNNI3
FLI1	TSPAN32
FLI1	VAMP8
FLI1	VAV3
FLI1	VIPR1
FLI1	ZNF532
FLI1	ZP1
FLI1	ADIRF
FLI1	APBB1IP
FLI1	ATL2
FLI1	C1QTNF5
FLI1	CAV1
FLI1	CD40LG
FLI1	CEBPE
FLI1	CLEC10A
FLI1	CPNE6
FLI1	CTLA4
FLI1	DPEP2
FLI1	FAM129A
FLI1	FCN1
FLI1	GBP5
FLI1	GPX1
FLI1	HAVCR2
FLI1	HCLS1
FLI1	HLA-DRA
FLI1	ICOS
FLI1	IGF1
FLI1	ITPRIPL1
FLI1	MPZL2
FLI1	MSRA
FLI1	MZF1-AS1
FLI1	NLRP3
FLI1	PARP2
FLI1	PLD4
FLI1	PLVAP
FLI1	PYCARD
FLI1	SCARF1
FLI1	SH2D1B
FLI1	SLC16A5
FLI1	SNX20
FLI1	STON1-GTF2A1L
FLI1	TESPA1
FLI1	TLL1
FLI1	TM4SF1
FLI1	TMEM173
FLI1	TTPA
FLI1	UBXN4
FLI1	ARID5A
FLI1	ASAH2B
FLI1	CCR1
FLI1	CD300A
FLI1	CD53
FLI1	CORO1A
FLI1	CR1
FLI1	CRYBB1
FLI1	CSF3R
FLI1	CTSW
FLI1	CYP4X1
FLI1	DAPK1
FLI1	DEF6
FLI1	DKK4
FLI1	EFCC1
FLI1	EVA1A
FLI1	FAM222A
FLI1	HEBP1
FLI1	IL12A-AS1
FLI1	ITGA9
FLI1	ITM2A
FLI1	KIF21B
FLI1	KRT8
FLI1	LAD1
FLI1	LIMD2
FLI1	LINC01264
FLI1	LMX1B
FLI1	LPXN
FLI1	LRP1-AS
FLI1	LRRC70
FLI1	LTB
FLI1	MS4A15
FLI1	NBPF1
FLI1	NCF4
FLI1	NCKAP1L
FLI1	PILRA
FLI1	PLEKHO1
FLI1	PNOC
FLI1	RARB
FLI1	RASGRP4
FLI1	RASSF4
FLI1	RD3
FLI1	RHOH
FLI1	RTP5
FLI1	RUNX3
FLI1	SASH3
FLI1	SBK1
FLI1	SCIMP
FLI1	SETBP1
FLI1	SIGLEC1
FLI1	SLCO2A1
FLI1	SRGN
FLI1	SYTL3
FLI1	TFEB
FLI1	TMEM120B
FLI1	TMEM204
FLI1	TMEM71
FLI1	TNFRSF1B
FLI1	TSHZ2
FLI1	ZAP70
FLI1	AIF1
FLI1	AKNA
FLI1	APOBR
FLI1	ATP13A1
FLI1	EVI2A
FLI1	FCRL5
FLI1	FGD2
FLI1	HCST
FLI1	HGF
FLI1	HSD3B2
FLI1	KCNK6
FLI1	KRT27
FLI1	LILRA1
FLI1	NAA35
FLI1	NCF2
FLI1	NLRC3
FLI1	PIH1D1
FLI1	RCAN2
FLI1	RGS10
FLI1	SEMA6B
FLI1	SPI1
FLI1	STAB1
FLI1	TBC1D10C
FLI1	TBXAS1
FLI1	TFEC
FLI1	VAV1
FLI1	WAS
FLI1	ADORA3
FLI1	ANO9
FLI1	BAIAP2L1
FLI1	BTBD17
FLI1	C9orf84
FLI1	CAPG
FLI1	CD37
FLI1	CD3D
FLI1	CD6
FLI1	CD74
FLI1	CD8B
FLI1	CLEC14A
FLI1	COL20A1
FLI1	CRIP2
FLI1	CYBA
FLI1	CYP27B1
FLI1	DNASE1L2
FLI1	F13A1
FLI1	FAM166B
FLI1	FAM212A
FLI1	FCRL6
FLI1	FOXD4
FLI1	FPR3
FLI1	GAPT
FLI1	IL12RB1
FLI1	IL2RG
FLI1	INHA
FLI1	LTB4R2
FLI1	LY86
FLI1	LY9
FLI1	NDST1
FLI1	PCED1B-AS1
FLI1	PINLYP
FLI1	PLEKHO2
FLI1	PMAIP1
FLI1	PRF1
FLI1	PTPRO
FLI1	RABGGTA
FLI1	RFX6
FLI1	RNF130
FLI1	SIGLEC7
FLI1	SIRPG
FLI1	SLAMF8
FLI1	SNX10
FLI1	STAT4
FLI1	SWAP70
FLI1	TEX13B
FLI1	TMEM155
FLI1	TPSD1
FLI1	ACTB
FLI1	ADAMTS18
FLI1	ADD3
FLI1	ADORA2A
FLI1	ANGPTL2
FLI1	AP1S1
FLI1	ARHGAP24
FLI1	ARHGAP26
FLI1	ARHGAP27
FLI1	ARHGEF35
FLI1	BAALC
FLI1	BCAR3
FLI1	CALD1
FLI1	CAMK1
FLI1	CAMKK1
FLI1	CCDC26
FLI1	CD40
FLI1	CDH17
FLI1	CIITA
FLI1	COL27A1
FLI1	CPXM1
FLI1	CRACR2A
FLI1	CTTNBP2NL
FLI1	CXCR2
FLI1	DOCK11
FLI1	DPP6
FLI1	DUSP27
FLI1	EML2
FLI1	ENPEP
FLI1	EPO
FLI1	FABP3
FLI1	FAM131C
FLI1	FAM170B
FLI1	FCGR2B
FLI1	FMNL1
FLI1	FOXP3
FLI1	FZD8
FLI1	GAD1
FLI1	GALM
FLI1	GFI1
FLI1	GFM2
FLI1	GNAI2
FLI1	GNG11
FLI1	GPA33
FLI1	GPBAR1
FLI1	GPR68
FLI1	GSDMA
FLI1	GSX1
FLI1	H1FX
FLI1	HOXA11-AS
FLI1	KCNJ5
FLI1	KCNK9
FLI1	KLHDC9
FLI1	LGALS9B
FLI1	LGR6
FLI1	LHFP
FLI1	LINC00602
FLI1	LINC00628
FLI1	LINC01354
FLI1	LINC01366
FLI1	LMO2
FLI1	LRRC75A
FLI1	LY75
FLI1	MAP3K9
FLI1	MAPK3
FLI1	MPG
FLI1	MYL4
FLI1	NEDD9
FLI1	NFATC1
FLI1	PAPOLA
FLI1	PAX9
FLI1	PCGF5
FLI1	PEF1
FLI1	PIGM
FLI1	PLCB4
FLI1	PLEKHA6
FLI1	PLXND1
FLI1	PMEPA1
FLI1	PPM1J
FLI1	PRKACA
FLI1	PRRG1
FLI1	PTP4A3
FLI1	PTPRM
FLI1	QPCT
FLI1	RAP2B
FLI1	RASA4B
FLI1	RBMS3
FLI1	RFX8
FLI1	RGS8
FLI1	RPS6KA2
FLI1	S100A16
FLI1	SH3D19
FLI1	SHANK3
FLI1	SLC5A9
FLI1	SUPT4H1
FLI1	TFPI
FLI1	THBS1
FLI1	TLR1
FLI1	TMEM40
FLI1	TNFRSF11A
FLI1	TNFSF13
FLI1	TNXB
FLI1	TP53I11
FLI1	TRPC2
FLI1	TSEN2
FLI1	UCP2
FLI1	ZBTB45
FLI1	ZNF454
FLI1	ACE
FLI1	APOLD1
FLI1	ARHGAP22
FLI1	C1QA
FLI1	C5AR1
FLI1	CCDC151
FLI1	CCL14
FLI1	CCL2
FLI1	CCL23
FLI1	CCL4L2
FLI1	CEACAM21
FLI1	CLEC1B
FLI1	CLK3
FLI1	CRIM1
FLI1	DOK5
FLI1	DSE
FLI1	FAM32A
FLI1	FAM83A
FLI1	FRMD4B
FLI1	G6PD
FLI1	GIMAP8
FLI1	GOLIM4
FLI1	GPR82
FLI1	GRAMD1B
FLI1	HID1-AS1
FLI1	HOMEZ
FLI1	ICA1
FLI1	IDI1
FLI1	IGSF6
FLI1	IL18BP
FLI1	KLRG1
FLI1	LILRB3
FLI1	LINC01506
FLI1	LLPH
FLI1	LPAL2
FLI1	LRRC55
FLI1	LRRC8C
FLI1	MLKL
FLI1	MRC1
FLI1	NAV3
FLI1	NFE2
FLI1	NGDN
FLI1	NGEF
FLI1	NLRP12
FLI1	NOL8
FLI1	NOV
FLI1	NXF3
FLI1	PABPC4L
FLI1	PCAT19
FLI1	PECAM1
FLI1	PLXDC1
FLI1	PNKP
FLI1	PRND
FLI1	PTPN22
FLI1	PTPRC
FLI1	RAB11FIP3
FLI1	RASL12
FLI1	RETN
FLI1	RIIAD1
FLI1	S100A3
FLI1	SLC9A9
FLI1	SMAP2
FLI1	SMIM18
FLI1	SRP19
FLI1	TIFAB
FLI1	TMEM55A
FLI1	TNF
FLI1	TRO
FLI1	UBASH3A
FLI1	UNC93B1
FLI1	ZKSCAN7
FLI1	ZNF213-AS1
FLI1	A2M
FLI1	CD244
FLI1	CLEC4M
FLI1	HLA-DRB5
FLI1	HPSE
FLI1	KCNMB1
FLI1	PDE1A
FLI1	PODXL
FLI1	PRKCDBP
FLI1	ADCYAP1
FLI1	PRDM5
FLI1	CAV2
FLI1	DARS
FLI1	EXOC3L2
FLI1	MDS2
FLI1	RASSF1
FLI1	SOX5
FLI1	SVIL
FLI1	C1orf162
FLI1	C22orf46
FLI1	CCDC102B
FLI1	GBP4
FLI1	GPRIN3
FLI1	KLF12
FLI1	KLRD1
FLI1	LGALS2
FLI1	MPEG1
FLI1	PLEK
FLI1	TRPM2
FLI1	CCR2
FLI1	CHMP4B
FLI1	CHRNA5
FLI1	CREBZF
FLI1	EFNA3
FLI1	FRMD3
FLI1	FYB
FLI1	GOLGA6L2
FLI1	LINC01094
FLI1	LINC01203
FLI1	LIPC
FLI1	LRRFIP1
FLI1	MAF
FLI1	MAPK8IP1
FLI1	MEP1A
FLI1	OR2T8
FLI1	SYNPO2
FLI1	TUSC1
FLI1	VNN2
FLI1	ZBP1
FLI1	ADCY5
FLI1	AGAP2
FLI1	AKAP13
FLI1	ANK3
FLI1	APPL2
FLI1	ARHGEF5
FLI1	C12orf75
FLI1	C5orf63
FLI1	CARHSP1
FLI1	COL1A1
FLI1	CYMP
FLI1	DAB2
FLI1	ELMSAN1
FLI1	EOMES
FLI1	EPB41L1
FLI1	FBLN2
FLI1	FBRSL1
FLI1	FGF12
FLI1	FLRT1
FLI1	GALNT9
FLI1	GIT1
FLI1	GPIHBP1
FLI1	HDAC7
FLI1	IGBP1P1
FLI1	KCNAB2
FLI1	KIF1A
FLI1	LFNG
FLI1	LINC00544
FLI1	LINC00905
FLI1	LINC00963
FLI1	LINC01043
FLI1	LINC01605
FLI1	LRFN4
FLI1	LRP1
FLI1	LSM4
FLI1	NCKAP5L
FLI1	PDE2A
FLI1	PPP1R18
FLI1	PREX1
FLI1	RAPGEF3
FLI1	RHOG
FLI1	RNF152
FLI1	RP1L1
FLI1	RRP12
FLI1	SEPT4
FLI1	SFTA2
FLI1	SLC22A11
FLI1	SLC35C2
FLI1	SLC7A1
FLI1	SOX13
FLI1	SULF1
FLI1	SYTL2
FLI1	TMEM236
FLI1	TMEM59L
FLI1	TNC
FLI1	TPTE2
FLI1	TSPAN9
FLI1	VWA1
FLI1	ZKSCAN5
FLI1	ZNF410
FLI1	ZNF423
FLI1	ZZZ3
FLI1	MGMT
FLI1	MS4A10
FLI1	ASB13
FLI1	C1orf123
FLI1	C3AR1
FLI1	CALCR
FLI1	CARD16
FLI1	CCDC80
FLI1	CCL7
FLI1	CD209
FLI1	CDC14A
FLI1	CTSV
FLI1	DOC2GP
FLI1	DTHD1
FLI1	EGLN1
FLI1	ERMN
FLI1	FAM124B
FLI1	FAM174B
FLI1	FOXO1
FLI1	GAS1
FLI1	GCH1
FLI1	HIST1H2AI
FLI1	KRT17
FLI1	MNDA
FLI1	PCDHA7
FLI1	PCDHB2
FLI1	PLCD4
FLI1	PRPF3
FLI1	PTPN20
FLI1	RCCD1
FLI1	REEP2
FLI1	RGL4
FLI1	RORA
FLI1	SERPINA7
FLI1	SIPA1L2
FLI1	SLC15A3
FLI1	TM6SF1
FLI1	ZNF521
FLI1	CACNA2D4
FLI1	FCGR2A
FLI1	KCTD15
FLI1	ALOX5
FLI1	ARMCX2
FLI1	CBWD5
FLI1	CCNYL1
FLI1	COL12A1
FLI1	DHCR24
FLI1	DHFR
FLI1	DTX2
FLI1	ESYT3
FLI1	GNAZ
FLI1	GTF2H2
FLI1	KCNQ5
FLI1	LINC00570
FLI1	LINC01482
FLI1	LINC01544
FLI1	MPP6
FLI1	PKIB
FLI1	PRICKLE2
FLI1	PRSS12
FLI1	SELP
FLI1	SLC38A11
FLI1	SMARCA1
FLI1	SPINT2
FLI1	SPRED1
FLI1	ST18
FLI1	STON1
FLI1	SYNGR1
FLI1	TCEA3
FLI1	TRIM7
FLI1	VEGFC
FLI1	ADAMTS1
FLI1	AGBL1-AS1
FLI1	AQP2
FLI1	ARHGAP4
FLI1	ARMC12
FLI1	B3GNT7
FLI1	BLNK
FLI1	BMP1
FLI1	CCL24
FLI1	CKMT1B
FLI1	CNTN3
FLI1	CSK
FLI1	CYP2D6
FLI1	DCAF12
FLI1	DMAP1
FLI1	EBF1
FLI1	EDN2
FLI1	ENC1
FLI1	FAM101A
FLI1	FGF1
FLI1	GPRC5A
FLI1	IBA57
FLI1	KCNJ9
FLI1	LEFTY1
FLI1	LINC00211
FLI1	LINC01258
FLI1	LOXL4
FLI1	LRRC8B
FLI1	MAP2K6
FLI1	MIR4697HG
FLI1	MIR99AHG
FLI1	MPZL3
FLI1	MRC2
FLI1	NAMA
FLI1	NEURL1
FLI1	NGF
FLI1	NRXN3
FLI1	NYNRIN
FLI1	ORC2
FLI1	OSR1
FLI1	PLXNA2
FLI1	POU4F2
FLI1	PPARGC1B
FLI1	PQLC1
FLI1	PROSER2
FLI1	PXN
FLI1	RELN
FLI1	RNF220
FLI1	S100A5
FLI1	SLC20A2
FLI1	SLC2A1
FLI1	ST3GAL4
FLI1	SYNDIG1L
FLI1	SYNPO
FLI1	SYT11
FLI1	TNR
FLI1	TRAM2
FLI1	TXNIP
FLI1	URGCP
FLI1	VAMP5
FLI1	VASP
FLI1	VPS25
FLI1	ZC3H4
FLI1	ZMYND8
FLI1	ZNF697
FLI1	GCSAML
FLI1	CAMK4
FLI1	ADCK3
FLI1	ADGRF3
FLI1	AIM2
FLI1	ANKRD9
FLI1	ANKS4B
FLI1	ANXA1
FLI1	AQP9
FLI1	ARL6IP5
FLI1	B3GAT1
FLI1	BAZ1A
FLI1	BRI3
FLI1	BRINP3
FLI1	C11orf57
FLI1	C1orf198
FLI1	C2CD4B
FLI1	C5orf66
FLI1	C6
FLI1	CAB39L
FLI1	CABP1
FLI1	CBR3-AS1
FLI1	CCNJL
FLI1	CDX2
FLI1	CEP164
FLI1	CKMT2
FLI1	CLYBL-AS2
FLI1	CNGA3
FLI1	CNIH1
FLI1	COL6A3
FLI1	CORO1C
FLI1	CYB561A3
FLI1	DEPDC5
FLI1	DGCR5
FLI1	DHRS11
FLI1	DLL1
FLI1	DMTN
FLI1	DNM3OS
FLI1	DOK1
FLI1	DUSP2
FLI1	DUSP5P1
FLI1	ELF4
FLI1	ELMO2
FLI1	EPHX2
FLI1	EPT1
FLI1	FAM107A
FLI1	FCGBP
FLI1	FGF13
FLI1	FKBP1A
FLI1	FLT1
FLI1	FLVCR2
FLI1	FMO6P
FLI1	FRMD6
FLI1	FTH1
FLI1	GABRQ
FLI1	GALNT10
FLI1	GALNT3
FLI1	GFRA1
FLI1	GGNBP1
FLI1	GLRX
FLI1	GNAS
FLI1	GNPDA1
FLI1	GPR61
FLI1	GRB10
FLI1	GS1-124K5.11
FLI1	GSE1
FLI1	GTF2H2B
FLI1	HEYL
FLI1	HMCN1
FLI1	HOXC10
FLI1	HOXC11
FLI1	HR
FLI1	HTR1F
FLI1	IL1RN
FLI1	IL7
FLI1	ILDR1
FLI1	INSIG2
FLI1	JAM3
FLI1	KALRN
FLI1	KCNK3
FLI1	KCNK5
FLI1	KIAA1147
FLI1	KLC1
FLI1	KLK14
FLI1	KRT2
FLI1	KRT36
FLI1	LAT
FLI1	LGALS9C
FLI1	LINC00114
FLI1	LINC00152
FLI1	LINC00461
FLI1	LINC00964
FLI1	LINC01013
FLI1	LINC01564
FLI1	LIPH
FLI1	LITAF
FLI1	LRRC15
FLI1	MAGEA4
FLI1	MAGEB3
FLI1	MAMDC2
FLI1	MAML2
FLI1	MAP1A
FLI1	MAPKAPK2
FLI1	MAPRE3
FLI1	MCC
FLI1	MMP25
FLI1	MYO10
FLI1	MYZAP
FLI1	NHSL2
FLI1	NKD1
FLI1	NPTX2
FLI1	NTF3
FLI1	NUP210L
FLI1	OR52K1
FLI1	PARD6B
FLI1	PAX2
FLI1	PFKFB4
FLI1	PLA2G4A
FLI1	PLA2G7
FLI1	POPDC3
FLI1	POU3F1
FLI1	PRKCE
FLI1	PRKX
FLI1	PTGER2
FLI1	RAET1E-AS1
FLI1	RASL10B
FLI1	RBMS1
FLI1	RHOBTB2
FLI1	RHOQ
FLI1	SAMD10
FLI1	SDCBP
FLI1	SECISBP2
FLI1	SEPT6
FLI1	SFRP1
FLI1	SIGLEC8
FLI1	SIGLECL1
FLI1	SLC17A9
FLI1	SLC39A8
FLI1	SLC8A1
FLI1	SLIT3
FLI1	SMCP
FLI1	SPATC1
FLI1	SQSTM1
FLI1	STOX2
FLI1	TBC1D3P2
FLI1	THSD7A
FLI1	TIAF1
FLI1	TMEM72-AS1
FLI1	TNFSF11
FLI1	TOX2
FLI1	TPM1
FLI1	TRAK1
FLI1	TRIB3
FLI1	TSPAN11
FLI1	TTC39A
FLI1	TTYH2
FLI1	UNC5B-AS1
FLI1	UST
FLI1	VOPP1
FLI1	WBP1L
FLI1	WIPF3
FLI1	ZNF19
FLI1	ZNF628
FLI1	ADAMTS9-AS2
FLI1	ADIPOR2
FLI1	ARFIP2
FLI1	ARHGAP42
FLI1	ARSJ
FLI1	BCL2L14
FLI1	BIN2
FLI1	C10orf35
FLI1	C17orf62
FLI1	CAPN13
FLI1	CARD14
FLI1	CCDC114
FLI1	CCL20
FLI1	CD5
FLI1	CDC42BPG
FLI1	CDC42EP5
FLI1	CDH2
FLI1	CHAF1A
FLI1	CLRN3
FLI1	CRNKL1
FLI1	CRYBA4
FLI1	CTGF
FLI1	CYP7B1
FLI1	DAO
FLI1	DDB1
FLI1	DISP1
FLI1	DNTT
FLI1	DOK3
FLI1	ERP27
FLI1	F2RL3
FLI1	FCGR3B
FLI1	FDXR
FLI1	FLJ27354
FLI1	FOXN2
FLI1	FUT7
FLI1	GBP1P1
FLI1	GDF9
FLI1	GEN1
FLI1	GJB1
FLI1	GKN1
FLI1	GMIP
FLI1	GNA14
FLI1	GPR21
FLI1	GRAPL
FLI1	HABP2
FLI1	HGFAC
FLI1	HOTTIP
FLI1	HTR1B
FLI1	IFITM1
FLI1	IPPK
FLI1	KCND3
FLI1	KCNJ2
FLI1	KCNK13
FLI1	KDF1
FLI1	KL
FLI1	KLHL28
FLI1	KNOP1
FLI1	LAMA4
FLI1	LINC00861
FLI1	MAGEH1
FLI1	MAP4K4
FLI1	MED27
FLI1	METTL17
FLI1	MKL1
FLI1	MLC1
FLI1	MORC2
FLI1	MRPL3
FLI1	NAA20
FLI1	NAIF1
FLI1	NAV2-AS2
FLI1	NBEA
FLI1	NFS1
FLI1	NICN1
FLI1	NMUR1
FLI1	NOP10
FLI1	NR2F6
FLI1	NUP214
FLI1	OLFM4
FLI1	OTOS
FLI1	PDCD11
FLI1	PFKP
FLI1	PHACTR4
FLI1	PLCH1
FLI1	PLEKHH1
FLI1	PPIH
FLI1	PPP1R9A
FLI1	PRKG2
FLI1	PRPF6
FLI1	PRSS48
FLI1	PSD
FLI1	PSMC1
FLI1	RAB2A
FLI1	RAB8A
FLI1	RASGRP2
FLI1	SFTPA2
FLI1	SGPP2
FLI1	SIGLEC16
FLI1	SLC12A1
FLI1	SLC12A4
FLI1	SLC25A20
FLI1	SLC25A24
FLI1	SLC26A3
FLI1	SLC39A9
FLI1	SLC5A2
FLI1	SNRPB
FLI1	SOCS2
FLI1	SPATA13-AS1
FLI1	SRP54
FLI1	STAP2
FLI1	STPG2
FLI1	TFAP2C
FLI1	TFB1M
FLI1	TMEM196
FLI1	TSLP
FLI1	UBA1
FLI1	UBE2M
FLI1	UNC13C
FLI1	VPS51
FLI1	VPS53
FLI1	VWA8-AS1
FLI1	VWC2
FLI1	WDFY3
FLI1	WDFY3-AS2
FLI1	WWC2-AS1
FLI1	XAF1
FLI1	ZBTB5
FLI1	ZC2HC1B
FLI1	ZNF572
FLI1	ZSCAN12
FLI1	ABHD12B
FLI1	ABLIM2
FLI1	ACOT11
FLI1	ADAMTSL5
FLI1	ADRA2B
FLI1	AKR1A1
FLI1	ANO4
FLI1	ANP32E
FLI1	ASB10
FLI1	AXIN2
FLI1	BTG4
FLI1	C9orf139
FLI1	CCDC73
FLI1	CCDC83
FLI1	CLVS1
FLI1	CNST
FLI1	COL18A1
FLI1	CTNNB1
FLI1	DIDO1
FLI1	DLGAP1-AS3
FLI1	DUSP13
FLI1	DUSP6
FLI1	ECEL1
FLI1	EHBP1L1
FLI1	EIF5
FLI1	EMILIN1
FLI1	EML6
FLI1	FAM109B
FLI1	FAM43A
FLI1	FOXP2
FLI1	FRMPD1
FLI1	GATA1
FLI1	GIP
FLI1	GPBP1
FLI1	GPR160
FLI1	GPR162
FLI1	GPR84
FLI1	ID2
FLI1	IFNLR1
FLI1	IGSF9B
FLI1	ITM2B
FLI1	JPH4
FLI1	KCP
FLI1	KRT81
FLI1	LHX5
FLI1	LINC00473
FLI1	LINC00652
FLI1	LINC00659
FLI1	LINC01048
FLI1	LINC01050
FLI1	LINC01142
FLI1	LINC01549
FLI1	LINCR-0001
FLI1	MGP
FLI1	MITF
FLI1	MLPH
FLI1	MYOM2
FLI1	NR3C1
FLI1	NRG2
FLI1	NRL
FLI1	OBSCN
FLI1	P2RX7
FLI1	PDE4DIP
FLI1	PIK3IP1
FLI1	PPCDC
FLI1	PRKAG2-AS1
FLI1	PRSS27
FLI1	PTPRK
FLI1	PTRF
FLI1	PTS
FLI1	RDH11
FLI1	RGMB
FLI1	RNF10
FLI1	RNF166
FLI1	RSPH10B2
FLI1	SAT1
FLI1	SERPINA11
FLI1	SERPINA5
FLI1	SH3BGRL3
FLI1	SH3GL3
FLI1	SLC25A39
FLI1	SLC31A1
FLI1	SNCAIP
FLI1	SOX10
FLI1	TEX21P
FLI1	TGFA
FLI1	TMEM68
FLI1	TNFAIP8L1
FLI1	TNN
FLI1	TPK1
FLI1	TRMT61A
FLI1	UBR4
FLI1	USPL1
FLI1	VSNL1
FLI1	WNT4
FLI1	ZCCHC18
FLI1	ZNF326
FLI1	ZNF750
FLI1	ACTR5
FLI1	ADGRE2
FLI1	AGMO
FLI1	ARHGEF33
FLI1	ARL17B
FLI1	ASF1A
FLI1	B4GALNT1
FLI1	BAIAP3
FLI1	BCHE
FLI1	BEND4
FLI1	C22orf29
FLI1	C2orf80
FLI1	C5orf58
FLI1	C8B
FLI1	CACNA1D
FLI1	CASC8
FLI1	CASP12
FLI1	CCR5
FLI1	CECR1
FLI1	CHAMP1
FLI1	CHEK2P2
FLI1	CHST6
FLI1	COL3A1
FLI1	COL4A5
FLI1	CPNE1
FLI1	CPTP
FLI1	CRIP3
FLI1	CTSC
FLI1	CYP3A7
FLI1	CYSLTR2
FLI1	DDX27
FLI1	DHRS2
FLI1	DHX35
FLI1	DIAPH1
FLI1	DIAPH2
FLI1	DNAJA4
FLI1	DNAJC11
FLI1	DNAJC5B
FLI1	DOCK4
FLI1	DOCK5
FLI1	DPYSL5
FLI1	DTD1
FLI1	DUSP22
FLI1	EFNB2
FLI1	EIF3M
FLI1	ELOVL7
FLI1	EMILIN2
FLI1	EPHX1
FLI1	FGF14-IT1
FLI1	FRG2C
FLI1	FRZB
FLI1	GALNT5
FLI1	GCA
FLI1	GIPC2
FLI1	GPR12
FLI1	GPR151
FLI1	GUCY1A2
FLI1	HTATIP2
FLI1	ICK
FLI1	JUN
FLI1	KCNN4
FLI1	KIAA0922
FLI1	KIR3DX1
FLI1	KISS1
FLI1	KLC2
FLI1	LGALSL
FLI1	LINC00314
FLI1	LINC00364
FLI1	LINC00578
FLI1	LINC00656
FLI1	LINC00687
FLI1	LINC01169
FLI1	LINC01173
FLI1	LINC01336
FLI1	LINC01524
FLI1	LINC01592
FLI1	LRRC16A
FLI1	LRRC31
FLI1	LYSMD3
FLI1	MAP2
FLI1	MBTPS1
FLI1	MEOX2
FLI1	MLLT1
FLI1	MMP16
FLI1	MRAS
FLI1	MREG
FLI1	MSMO1
FLI1	N4BP2L1
FLI1	NCAM1
FLI1	NKX2-4
FLI1	NPL
FLI1	NUDT19
FLI1	OMP
FLI1	PAK1
FLI1	PDC
FLI1	PDE4A
FLI1	PELO
FLI1	PEMT
FLI1	PERP
FLI1	PGM2L1
FLI1	PKD1L1
FLI1	PLA2G16
FLI1	PLN
FLI1	PPT1
FLI1	PROM1
FLI1	PTENP1
FLI1	RAB27B
FLI1	RMDN2
FLI1	RMI1
FLI1	RNF150
FLI1	RORB
FLI1	SCML1
FLI1	SCN2B
FLI1	SDC2
FLI1	SEC14L6
FLI1	SETMAR
FLI1	SIN3B
FLI1	SLC16A14
FLI1	SLC18A1
FLI1	SLC25A53
FLI1	SLC47A2
FLI1	SPOCK3
FLI1	STK10
FLI1	STK11
FLI1	SYT12
FLI1	TAPT1-AS1
FLI1	TBX19
FLI1	TMEM108
FLI1	TMEM98
FLI1	TUBA1C
FLI1	TYW3
FLI1	USP24
FLI1	USP44
FLI1	WDTC1
FLI1	YAE1D1
FLI1	ZBTB21
FLI1	ZFP3
FLI1	ZNF347
FLI1	ZNF594
FLI1	ZNF876P
FLI1	CUBN
FLI1	EFNA4
FLI1	HRC
FLI1	TBX10
FLI1	ARHGAP26-AS1
FLI1	COL6A1
FLI1	EPHA1
FLI1	FOXF1
FLI1	LRRK1
FLI1	KHNYN
FLI1	RABEP1
FLI1	GJA4
FLI1	HCG11
FLI1	HPS1
FLI1	IGHV1OR15-1
FLI1	LGI4
FLI1	LINC01476
FLI1	STX18
FLI1	SYTL1
FLI1	TLR5
FLI1	ADAP2
FLI1	CCDC88C
FLI1	CD163
FLI1	CPQ
FLI1	CXCL10
FLI1	DNER
FLI1	GDF2
FLI1	GPR183
FLI1	GPRC5B
FLI1	KIAA0895
FLI1	KLF17
FLI1	PCP4
FLI1	PRKAR2B
FLI1	SLC2A14
FLI1	TTTY14
FLI1	UXS1
FLI1	ZNF804A
FLI1	ZSCAN21
FLI1	COL6A5
FLI1	ATP6V1B2
FLI1	C11orf63
FLI1	FAM159A
FLI1	FCMR
FLI1	LINC00989
FLI1	LINC01186
FLI1	AKAP7
FLI1	GPR150
FLI1	GRM6
FLI1	HORMAD2-AS1
FLI1	NDUFA7
FLI1	NR6A1
FLI1	UGDH
FLI1	AIM1
FLI1	EIF1B-AS1
FLI1	HMGCR
FLI1	JCHAIN
FLI1	NYX
FLI1	PIK3CD-AS1
FLI1	SPSB1
FLI1	THSD4
FLI1	CYTIP
FLI1	FAM26F
FLI1	TLR10
FLI1	ANKRD65
FLI1	ANOS1
FLI1	ARRDC2
FLI1	C1orf56
FLI1	CHI3L1
FLI1	CLEC4GP1
FLI1	CLLU1OS
FLI1	COL1A2
FLI1	CT45A10
FLI1	DUSP21
FLI1	FAM224A
FLI1	FOXD4L5
FLI1	GPRC5C
FLI1	IRAK3
FLI1	KCNK15
FLI1	KRI1
FLI1	LINC00479
FLI1	NLRP10
