TF	Gene
SPI1	HOMER3
SPI1	JDP2
SPI1	KIAA0586
SPI1	LINC00445
SPI1	LINC00968
SPI1	MAP7D3
SPI1	MMP25
SPI1	MON1B
SPI1	NPPA
SPI1	OR2B11
SPI1	OR52K2
SPI1	PLP2
SPI1	RCVRN
SPI1	SAMHD1
SPI1	SHISA5
SPI1	SIRPB2
SPI1	TMEM173
SPI1	TMEM57
SPI1	UPP1
SPI1	ZYX
SPI1	CEP83
SPI1	MRPL1
SPI1	PLB1
SPI1	PLEC
SPI1	OGFOD1
SPI1	RAD17
SPI1	AKNA
SPI1	ASXL2
SPI1	CD302
SPI1	CD53
SPI1	DDX47
SPI1	DHRS9
SPI1	FUCA1
SPI1	MAPK3
SPI1	POP4
SPI1	RRP12
SPI1	SOWAHD
SPI1	ADAP1
SPI1	AMOT
SPI1	ARHGEF11
SPI1	ASPHD2
SPI1	BRCA1
SPI1	C1QC
SPI1	EHD4
SPI1	FAM71D
SPI1	FGF6
SPI1	GALNT6
SPI1	GDPD4
SPI1	GOLGA2P11
SPI1	GPR65
SPI1	HOTAIRM1
SPI1	ITGA7
SPI1	LILRP2
SPI1	LYN
SPI1	MAP1S
SPI1	OSTCP1
SPI1	PAX6
SPI1	PKN1
SPI1	PPARA
SPI1	PRKACA
SPI1	RASSF4
SPI1	RELT
SPI1	SHROOM1
SPI1	STRN4
SPI1	STX3
SPI1	TLR9
SPI1	TM4SF5
SPI1	TMEM150C
SPI1	ZMYND11
SPI1	HCST
SPI1	RNF166
SPI1	TFE3
SPI1	UNC93B1
SPI1	CARD14
SPI1	CLIC1
SPI1	HOXC-AS2
SPI1	HSPA1A
SPI1	ITGAM
SPI1	MSRA
SPI1	NKG7
SPI1	PACSIN2
SPI1	SLC36A2
SPI1	ABAT
SPI1	ADAM15
SPI1	ASAH1
SPI1	ATP5E
SPI1	BRI3BP
SPI1	C10orf76
SPI1	CAP1
SPI1	CD83
SPI1	CHRM5
SPI1	DACH2
SPI1	DUSP7
SPI1	EHD1
SPI1	EVI2B
SPI1	FAM46D
SPI1	GTF2I
SPI1	HTR7
SPI1	IER3
SPI1	LINC01160
SPI1	LINC01358
SPI1	LMAN2
SPI1	LRP1-AS
SPI1	MAP2K3
SPI1	MAST3
SPI1	NACC2
SPI1	NFKB1
SPI1	NRK
SPI1	PITPNA
SPI1	PPP1R9B
SPI1	PQLC1
SPI1	QSOX1
SPI1	RAB27A
SPI1	RAP2B
SPI1	RRBP1
SPI1	SLC12A9
SPI1	SNX11
SPI1	SUSD6
SPI1	TADA3
SPI1	TBC1D1
SPI1	TCF12
SPI1	TIFAB
SPI1	TMEM91
SPI1	TSPAN5
SPI1	UBE2R2
SPI1	UGGT1
SPI1	POLR1B
SPI1	SH3BGRL3
SPI1	SHKBP1
SPI1	ACTR6
SPI1	EXTL2
SPI1	GRN
SPI1	LGALS3
SPI1	NUCKS1
SPI1	SLC39A1
SPI1	SMCO4
SPI1	TMEM192
SPI1	VASH2
SPI1	DTD2
SPI1	SULF2
SPI1	SERBP1
SPI1	AGFG2
SPI1	AGO1
SPI1	ALOXE3
SPI1	BHLHE40
SPI1	CFLAR
SPI1	IER5
SPI1	LAMB3
SPI1	NDRG2
SPI1	SNX21
SPI1	SRRM4
SPI1	TM4SF19
SPI1	ZZZ3
SPI1	ATP8B1
SPI1	CSE1L
SPI1	PLCG2
SPI1	ZMYND8
SPI1	ADNP
SPI1	AGBL5
SPI1	AOAH
SPI1	ARPC3
SPI1	ASB16-AS1
SPI1	ASGR1
SPI1	CEP295
SPI1	CFD
SPI1	CIT
SPI1	CXorf21
SPI1	DCTN3
SPI1	DLX6
SPI1	E2F5
SPI1	GADD45B
SPI1	GAPDH
SPI1	GPALPP1
SPI1	HHIP-AS1
SPI1	LCAT
SPI1	LTA
SPI1	NFKBIA
SPI1	NOL8
SPI1	P2RX1
SPI1	PLCB2
SPI1	RBBP5
SPI1	RFX4
SPI1	SIGLEC11
SPI1	SLC39A8
SPI1	SNRPE
SPI1	STAU2-AS1
SPI1	STK40
SPI1	SUPT4H1
SPI1	TFB2M
SPI1	TGM7
SPI1	UBL5
SPI1	ZNF513
SPI1	SERTAD3
SPI1	AIP
SPI1	CYBB
SPI1	STK26
SPI1	TOB1
SPI1	ATL1
SPI1	C1orf52
SPI1	CCDC12
SPI1	CCDC177
SPI1	CD2BP2
SPI1	COX14
SPI1	CSGALNACT2
SPI1	CUL4B
SPI1	DDX31
SPI1	DLG1
SPI1	G3BP1
SPI1	GRPEL2
SPI1	HGS
SPI1	KLHL18
SPI1	MGAM2
SPI1	MRPL28
SPI1	MTR
SPI1	MYL12B
SPI1	NUP153
SPI1	OPRL1
SPI1	PCDHGA5
SPI1	PCDHGB7
SPI1	POLR2J
SPI1	PREPL
SPI1	RAB4B-EGLN2
SPI1	RBFOX1
SPI1	RTTN
SPI1	SIRT6
SPI1	SMAP2
SPI1	TNFSF4
SPI1	TTF2
SPI1	UBR7
SPI1	VAC14
SPI1	VIM
SPI1	VWA9
SPI1	WDR89
SPI1	ZBTB8A
SPI1	ITGB2-AS1
SPI1	STX11
SPI1	ANXA11
SPI1	ETAA1
SPI1	STXBP2
SPI1	TBC1D31
SPI1	TPD52L2
SPI1	R3HDM1
SPI1	CTSK
SPI1	PARP8
SPI1	ATP6V0C
SPI1	CHMP4B
SPI1	MTMR14
SPI1	MYL6
SPI1	P2RY6
SPI1	SLC16A5
SPI1	ANO4
SPI1	APLP2
SPI1	CHRM3-AS2
SPI1	DMC1
SPI1	DNAL1
SPI1	HLA-DQA1
SPI1	IFT46
SPI1	KCNQ5-AS1
SPI1	MARCH1
SPI1	MIR641
SPI1	MLXIPL
SPI1	MRVI1
SPI1	PCAT29
SPI1	POR
SPI1	SERPINB2
SPI1	SEZ6
SPI1	SLC2A6
SPI1	TCTEX1D4
SPI1	TMEM182
SPI1	ZNF730
SPI1	ZNF85
SPI1	GDF2
SPI1	KNOP1
SPI1	LIPM
SPI1	MFSD7
SPI1	MVP
SPI1	SCAMP2
SPI1	SNF8
SPI1	SPNS1
SPI1	BDP1
SPI1	DFFA
SPI1	HERPUD1
SPI1	IRF7
SPI1	MYOF
SPI1	SLC10A1
SPI1	SLC18A1
SPI1	SMC5
SPI1	TFAP2A
SPI1	TMEM9B
SPI1	TRIM21
SPI1	ZFAND5
SPI1	BEST1
SPI1	SLC37A2
SPI1	DCAF13
SPI1	CMSS1
SPI1	CBLL1
SPI1	RAB31
SPI1	RPL13AP3
SPI1	ZNF770
SPI1	ALKBH8
SPI1	AMD1
SPI1	ANAPC10
SPI1	CAMK1
SPI1	CAPG
SPI1	CHST15
SPI1	CNTN3
SPI1	FAM19A2
SPI1	FAM46C
SPI1	FGF7
SPI1	HLA-DMB
SPI1	HSF2
SPI1	KCNH5
SPI1	KIF14
SPI1	LAIR2
SPI1	LAPTM4A
SPI1	MICU1
SPI1	MYH7
SPI1	OXGR1
SPI1	RFX7
SPI1	RUSC1
SPI1	SGMS2
SPI1	TNMD
SPI1	TTK
SPI1	U2AF1L4
SPI1	WTAP
SPI1	ZBTB44
SPI1	ZBTB47
SPI1	LANCL1
SPI1	THAP9
SPI1	ANKRD46
SPI1	BLZF1
SPI1	BPI
SPI1	C1GALT1C1
SPI1	CAPN2
SPI1	CAV3
SPI1	CCNC
SPI1	CDADC1
SPI1	CDK17
SPI1	CHD1L
SPI1	CHST7
SPI1	CLPX
SPI1	COMMD3-BMI1
SPI1	CPNE2
SPI1	CTCF
SPI1	CTSH
SPI1	ELL
SPI1	EPB41L3
SPI1	EPT1
SPI1	ESYT3
SPI1	FRMD5
SPI1	FTO-IT1
SPI1	FUT8
SPI1	GOLGA6L1
SPI1	IFITM2
SPI1	ISL2
SPI1	ITGB8
SPI1	KIT
SPI1	LINC01435
SPI1	LINC01509
SPI1	LUC7L2
SPI1	LYPLAL1
SPI1	MEI1
SPI1	MIER3
SPI1	MYADML
SPI1	NAE1
SPI1	NCOA4
SPI1	NEK1
SPI1	NPL
SPI1	NUTM2G
SPI1	OXTR
SPI1	PARD6B
SPI1	PCBP1
SPI1	PCDHGA4
SPI1	PGM2L1
SPI1	PHF19
SPI1	PKIB
SPI1	PMVK
SPI1	PNRC2
SPI1	PQLC2L
SPI1	PRCAT47
SPI1	PRELID2
SPI1	RHOQ
SPI1	RINT1
SPI1	RNASE13
SPI1	RNF141
SPI1	RNF144A-AS1
SPI1	RNF43
SPI1	SERPINA1
SPI1	SLC16A14
SPI1	SLC39A10
SPI1	SLC4A9
SPI1	SNX27
SPI1	SOX11
SPI1	STEAP2-AS1
SPI1	STMND1
SPI1	STT3B
SPI1	SUPT3H
SPI1	TBC1D19
SPI1	TCP11
SPI1	TECPR1
SPI1	TGFB1
SPI1	THRB-AS1
SPI1	THUMPD2
SPI1	TMEM170B
SPI1	TMPRSS13
SPI1	TOR3A
SPI1	TRAK1
SPI1	TTLL2
SPI1	TTYH2
SPI1	UTP23
SPI1	WDR49
SPI1	XPOT
SPI1	ZDHHC18
SPI1	ZNF146
SPI1	ZNF165
SPI1	ZNF33BP1
SPI1	ZNF341
SPI1	ZNF507
SPI1	NADK2
SPI1	CYBA
SPI1	GPR132
SPI1	ITPK1
SPI1	MYBPC3
SPI1	PKM
SPI1	RNF126P1
SPI1	SH3BP1
SPI1	APOL4
SPI1	INPPL1
SPI1	ALDH3B1
SPI1	STRBP
SPI1	MNAT1
SPI1	KCNB1
SPI1	PLK4
SPI1	WDR75
SPI1	ZNF37A
SPI1	HCN1
SPI1	CAPS2
SPI1	DNAJB4
SPI1	GLO1
SPI1	IL17RA
SPI1	RFESD
SPI1	DDX1
SPI1	MAGEB17
SPI1	ARHGAP35
SPI1	CFAP47
SPI1	FAS
SPI1	PRKAG3
SPI1	SSU72
SPI1	TDRD3
SPI1	MID1IP1
SPI1	NOL11
SPI1	PIGP
SPI1	LYRM7
SPI1	HDHD2
SPI1	ALDH7A1
SPI1	SPIN4
SPI1	ANXA5
SPI1	C14orf166
SPI1	CCDC181
SPI1	CNN2
SPI1	DNAJC19
SPI1	DRAM2
SPI1	EMX2OS
SPI1	FAM227B
SPI1	GALNS
SPI1	GLT1D1
SPI1	GRM5-AS1
SPI1	IL22RA2
SPI1	IMMP2L
SPI1	LINC00211
SPI1	LINC00630
SPI1	MKL2
SPI1	MRPL33
SPI1	MRVI1-AS1
SPI1	NPY6R
SPI1	NRGN
SPI1	RCBTB2
SPI1	RFWD3
SPI1	RYR3
SPI1	STAU2
SPI1	TMEM135
SPI1	ZBTB8B
SPI1	C10orf62
SPI1	ELP2
SPI1	FBXL19-AS1
SPI1	GIMAP1
SPI1	LRRC37A11P
SPI1	PCOLCE
SPI1	SLC17A6
SPI1	TRIO
SPI1	FAM160A2
SPI1	NAA15
SPI1	TGFB3
SPI1	UBTD1
SPI1	VASH1
SPI1	COL5A2
SPI1	OR4F5
SPI1	CAPN3
SPI1	CATSPER1
SPI1	CCDC25
SPI1	CD300C
SPI1	HAUS6
SPI1	MAN2B2
SPI1	MTF2
SPI1	AIM1
SPI1	BPTF
SPI1	COX5B
SPI1	DHFR
SPI1	DLGAP5
SPI1	EIF4B
SPI1	ELOF1
SPI1	EXOC3
SPI1	FBXW5
SPI1	FIBP
SPI1	FUNDC1
SPI1	GALNT7
SPI1	GAN
SPI1	GAR1
SPI1	HSP90AA1
SPI1	MAK16
SPI1	MRPS30
SPI1	NOP10
SPI1	PLOD3
SPI1	PORCN
SPI1	POT1
SPI1	RFC3
SPI1	RPSA
SPI1	SCO1
SPI1	SLC16A1
SPI1	SPINT1
SPI1	TOR1B
SPI1	TYW1
SPI1	ZNF850
SPI1	ANKRD20A11P
SPI1	BAIAP2L1
SPI1	C11orf73
SPI1	CATSPER2
SPI1	CCDC102B
SPI1	CDKN2B
SPI1	CLCN4
SPI1	HS6ST2
SPI1	KRT23
SPI1	LINC01553
SPI1	LRPPRC
SPI1	MDM1
SPI1	NOL7
SPI1	RIT1
SPI1	SCN10A
SPI1	SLC38A4
SPI1	SPECC1L-ADORA2A
SPI1	TBC1D15
SPI1	TKTL2
SPI1	TLR7
SPI1	TMEM97
SPI1	TPCN2
SPI1	CECR1
SPI1	CYTH1
SPI1	DEPTOR
SPI1	DTX2
SPI1	IFNA4
SPI1	MACROD2-IT1
SPI1	MFSD12
SPI1	MIR7515HG
SPI1	NAMPT
SPI1	RHOB
SPI1	RPP14
SPI1	SLC30A5
SPI1	TSPAN16
SPI1	TUBE1
SPI1	ZGRF1
SPI1	CKAP2
SPI1	GLIPR2
SPI1	TRIM24
SPI1	GEMIN2
SPI1	KCTD18
SPI1	LINC01567
SPI1	MTHFD2L
SPI1	NKX3-2
SPI1	NOV
SPI1	OR2V2
SPI1	PCDHB15
SPI1	EGR4
SPI1	FAM65A
SPI1	UBAC1
SPI1	LINC01060
SPI1	ZDHHC7
SPI1	ZDHHC3
SPI1	ABTB1
SPI1	C12orf73
SPI1	CHP1
SPI1	DZIP3
SPI1	FCGR3A
SPI1	LINC00626
SPI1	LTB4R2
SPI1	LZIC
SPI1	MBTPS2
SPI1	RUFY4
SPI1	SPATA2L
SPI1	TIPRL
SPI1	TMEM150B
SPI1	TRIM37
SPI1	VMA21
SPI1	YIPF3
SPI1	ZC3H14
SPI1	ZW10
SPI1	DCANP1
SPI1	ERCC6L
SPI1	FKBP7
SPI1	OTUD6B-AS1
SPI1	SYN3
SPIC	ABLIM3
SPIC	ADAMTS9
SPIC	ADGRF5
SPIC	ADORA1
SPIC	ANK2
SPIC	ANTXR2
SPIC	APOB
SPIC	ARHGAP29
SPIC	ARSJ
SPIC	ASCL1
SPIC	ATP1A2
SPIC	BARHL1
SPIC	BMP2
SPIC	BMP4
SPIC	BPIFB1
SPIC	C15orf54
SPIC	C1QTNF1
SPIC	C1QTNF1-AS1
SPIC	C3orf70
SPIC	CA5B
SPIC	CALB2
SPIC	CALCR
SPIC	CCL13
SPIC	CCL2
SPIC	CDH11
SPIC	CNN3
SPIC	COL15A1
SPIC	COL6A3
SPIC	COLEC10
SPIC	CRH
SPIC	CTTNBP2
SPIC	CXADR
SPIC	DCN
SPIC	DDR2
SPIC	DGKI
SPIC	DPF3
SPIC	DRD1
SPIC	EBF1
SPIC	EFS
SPIC	EMCN
SPIC	ESM1
SPIC	ETV1
SPIC	EYA2
SPIC	FABP3
SPIC	FBXL7
SPIC	FLT1
SPIC	FMO6P
SPIC	FMOD
SPIC	FNDC1
SPIC	FOXA2
SPIC	FOXP1-AS1
SPIC	GFRA1
SPIC	GJA5
SPIC	GLI3
SPIC	GREM1
SPIC	GRIK4
SPIC	HES1
SPIC	HOXC6
SPIC	HOXD3
SPIC	HSD3B2
SPIC	HTR1E
SPIC	HTRA1
SPIC	IGF1
SPIC	IGF2
SPIC	IGSF21
SPIC	IL33
SPIC	KCNJ10
SPIC	KCNN3
SPIC	KREMEN1
SPIC	LIFR
SPIC	LIMCH1
SPIC	LINC00619
SPIC	LINC00705
SPIC	LINC00924
SPIC	LINC01397
SPIC	LRIG3
SPIC	LRRC32
SPIC	LRRC4C
SPIC	LTBP2
SPIC	MAGI1
SPIC	MAP6
SPIC	MME
SPIC	NALCN
SPIC	NAV2-AS5
SPIC	NCKAP5
SPIC	NEURL3
SPIC	NFIA
SPIC	NLGN4X
SPIC	NLGN4Y
SPIC	NPAS3
SPIC	NPY1R
SPIC	NR2F1
SPIC	NR2F2-AS1
SPIC	NRG3
SPIC	NRP2
SPIC	NXN
SPIC	OR10G2
SPIC	OSR2
SPIC	P3H2
SPIC	PALM2-AKAP2
SPIC	PAN3-AS1
SPIC	PAPPA
SPIC	PCDH17
SPIC	PCDH18
SPIC	PCDH19
SPIC	PCDHAC2
SPIC	PCSK2
SPIC	PDGFRA
SPIC	PDZRN4
SPIC	PKD2L1
SPIC	PKDCC
SPIC	PLA2G7
SPIC	PLCXD3
SPIC	POU2AF1
SPIC	PPFIA2
SPIC	PRELP
SPIC	PRG4
SPIC	PRICKLE2
SPIC	PRSS23
SPIC	PRTG
SPIC	PTGIS
SPIC	PTN
SPIC	PTPRK
SPIC	RBMS3
SPIC	RBP1
SPIC	RGL1
SPIC	RGS16
SPIC	RNF128
SPIC	RSPO3
SPIC	S100A16
SPIC	SDC2
SPIC	SEMA6D
SPIC	SERTAD4
SPIC	SH2D4B
SPIC	SIX1
SPIC	SIX2
SPIC	SIX6
SPIC	SLC7A8
SPIC	SLCO1C1
SPIC	SLCO2B1
SPIC	SMOC1
SPIC	SNAI2
SPIC	SORBS2
SPIC	SOX9
SPIC	SPARCL1
SPIC	SPATA8
SPIC	SYNDIG1
SPIC	TBX15
SPIC	TBX18
SPIC	TFPI2
SPIC	TIMP3
SPIC	TMEM132C
SPIC	TMEM37
SPIC	TMPRSS4
SPIC	TNC
SPIC	TRPV4
SPIC	TWIST2
SPIC	UNC45B
SPIC	WNT5A
SPIC	YAP1
SPIC	ZFHX4
SPIC	ABCA1
SPIC	ADAMTS9-AS1
SPIC	ADAMTS9-AS2
SPIC	ADAMTSL1
SPIC	AGTR1
SPIC	ANXA1
SPIC	AQP1
SPIC	ASAP1
SPIC	BACE2
SPIC	BCL11B
SPIC	BHLHE41
SPIC	BPGM
SPIC	C1orf216
SPIC	C7orf34
SPIC	C9orf135
SPIC	CA10
SPIC	CADPS
SPIC	CDH7
SPIC	CDX2
SPIC	CHST8
SPIC	CHSY3
SPIC	CNTFR
SPIC	COL5A2
SPIC	CPEB1
SPIC	CRTAC1
SPIC	CTGF
SPIC	CXCL14
SPIC	CYMP
SPIC	CYP26B1
SPIC	CYSLTR2
SPIC	DLX6
SPIC	DNM3OS
SPIC	DOK5
SPIC	DPP6
SPIC	DPYSL3
SPIC	DRD2
SPIC	DYNC1I1
SPIC	EBAG9
SPIC	EDNRA
SPIC	ELMOD1
SPIC	ENOX1-AS2
SPIC	EOMES
SPIC	EPB41
SPIC	ERVV-1
SPIC	FAT1
SPIC	FAT3
SPIC	FAT4
SPIC	FBN1
SPIC	FGF13
SPIC	FHDC1
SPIC	FHL2
SPIC	FMNL2
SPIC	FOXC1
SPIC	FOXG1
SPIC	FOXO3
SPIC	FRK
SPIC	FSD1L
SPIC	FUT4
SPIC	FZD4
SPIC	FZD5
SPIC	GAD2
SPIC	GALNT18
SPIC	GFI1
SPIC	GFRA2
SPIC	GJD2
SPIC	GPIHBP1
SPIC	GPR155
SPIC	GPRC5A
SPIC	GRM3
SPIC	GSDMA
SPIC	GSTA1
SPIC	GZMK
SPIC	HCN1
SPIC	HEG1
SPIC	HOXC8
SPIC	HSPA12A
SPIC	IGFBP4
SPIC	ITGA5
SPIC	KALRN
SPIC	KCNA2
SPIC	KCNH2
SPIC	KCNK3
SPIC	KCNS3
SPIC	KIF5A
SPIC	KLF7
SPIC	KRT16P2
SPIC	KSR2
SPIC	LAMC1
SPIC	LAP3
SPIC	LINC00640
SPIC	LINC00840
SPIC	LINC00841
SPIC	LINC00908
SPIC	LINC01104
SPIC	LINC01352
SPIC	LINC01516
SPIC	LINGO1
SPIC	LPP-AS2
SPIC	LRRC63
SPIC	MAF
SPIC	MAGI2-AS3
SPIC	MAOB
SPIC	MCAM
SPIC	MECOM
SPIC	MIR155HG
SPIC	MIR205HG
SPIC	MMP12
SPIC	MRGPRX2
SPIC	MYL4
SPIC	NCAM2
SPIC	NELL1
SPIC	NEURL1-AS1
SPIC	NGFR
SPIC	NOVA2
SPIC	NR2F1-AS1
SPIC	NRXN3
SPIC	NUDT4P1
SPIC	NUDT4P2
SPIC	OTUD7B
SPIC	PALM2
SPIC	PAMR1
SPIC	PAX5
SPIC	PAX9
SPIC	PCDH7
SPIC	PIP4K2A
SPIC	PLAG1
SPIC	PLS3
SPIC	PPEF1-AS1
SPIC	PQLC2L
SPIC	PRDM8
SPIC	PRR9
SPIC	PRRX1
SPIC	PTK2
SPIC	QPCT
SPIC	RAB30
SPIC	RAB3B
SPIC	RAI14
SPIC	RAMP2-AS1
SPIC	RHOJ
SPIC	RND1
SPIC	RNF182
SPIC	RNF220
SPIC	ROBO1
SPIC	RUNX2
SPIC	RXRG
SPIC	SALRNA1
SPIC	SCAMP5
SPIC	SCD
SPIC	SCTR
SPIC	SDR9C7
SPIC	SEPT4
SPIC	SEPT7-AS1
SPIC	SERPINA3
SPIC	SFTA3
SPIC	SLC16A5
SPIC	SLC41A1
SPIC	SMAD7
SPIC	SOX17
SPIC	SOX6
SPIC	SYT6
SPIC	TAL1
SPIC	TBX4
SPIC	TCEAL7
SPIC	TERF2
SPIC	TGFBR3
SPIC	THEMIS
SPIC	THRB
SPIC	TMEM233
SPIC	TMEM243
SPIC	TMEM246-AS1
SPIC	TP53
SPIC	TSPAN14
SPIC	TSPAN18
SPIC	TUNAR
SPIC	WDR64
SPIC	ZNF385D
SREBF1	ATXN7L1
SREBF1	GH1
SREBF1	HABP2
SREBF1	LRRC37A4P
SREBF1	METTL2B
SREBF1	MIR210HG
SREBF1	NOX5
SREBF1	PRAP1
SREBF1	VWA5A
SREBF1	WFIKKN2
SREBF1	CLPB
SREBF1	MTHFR
SREBF1	SMCR8
SREBF1	SREBF1
SREBF1	ELFN2
SREBF1	EXOC3L4
SREBF1	MEX3D
SREBF1	AK1
SREBF1	EXOC3L1
SREBF1	OXER1
SREBF2	HMGCS1
SREBF2	MKL1
SREBF2	SREBF2
SREBF2	DAG1
SREBF2	MSMO1
SREBF2	PITX3
SREBF2	SIGLEC5
SREBF2	C4orf3
SREBF2	CYP51A1
SREBF2	FASN
SREBF2	GDPD2
SREBF2	MICALCL
SREBF2	MSMP
SREBF2	SLC1A7
SREBF2	SLC35F3
SREBF2	STAG2
SREBF2	TAGLN2
SREBF2	TCEAL7
SREBF2	ACAT2
SREBF2	DHCR7
SREBF2	HMGCR
SREBF2	HABP2
SREBF2	HDAC5
SREBF2	LINC00970
SREBF2	TMEM92-AS1
SREBF2	CACNA1G
SREBF2	CACNB1
SREBF2	CACNB3
SREBF2	CREB3L1
SREBF2	CTTNBP2NL
SREBF2	CYB5R3
SREBF2	DUSP7
SREBF2	FADS2
SREBF2	HIVEP3
SREBF2	IGFN1
SREBF2	ITGA5
SREBF2	KCNC4
SREBF2	KIAA1522
SREBF2	KIRREL2
SREBF2	LAMA5-AS1
SREBF2	MIR4257
SREBF2	MMEL1
SREBF2	MS4A15
SREBF2	MYBPH
SREBF2	MYH9
SREBF2	NBPF20
SREBF2	NPHS1
SREBF2	NRROS
SREBF2	PADI1
SREBF2	PEPD
SREBF2	PLEC
SREBF2	PLXNA2
SREBF2	PPM1F
SREBF2	PTP4A3
SREBF2	RAB17
SREBF2	RAB3D
SREBF2	RIMS3
SREBF2	SLC9A1
SREBF2	SLIT1
SREBF2	SPAG1
SREBF2	SRC
SREBF2	SYNPO2L
SREBF2	TNNT1
SREBF2	TUBA1A
SREBF2	XIRP1
SREBF2	HECTD3
SREBF2	CD109
SREBF2	POLDIP3
SREBF2	SQLE
SRF	ANKRD1
SRF	HIST2H2AA3
SRF	MAPKAPK2
SRF	NR2F6
SRF	SMTN
SRF	SRF
SRF	AAAS
SRF	AAR2
SRF	ABCF1
SRF	ABTB1
SRF	ACOT7
SRF	ACTR1A
SRF	ADO
SRF	ADPRHL2
SRF	AGAP2
SRF	AGAP3
SRF	AGPAT1
SRF	AGPAT3
SRF	AIP
SRF	AKNA
SRF	AKT1S1
SRF	AKT2
SRF	ALKBH5
SRF	ANAPC11
SRF	ANAPC15
SRF	ANKHD1-EIF4EBP3
SRF	ANKK1
SRF	ANKRD26
SRF	ANKRD34A
SRF	ANKS1A
SRF	AOC4P
SRF	AP2A1
SRF	AP2S1
SRF	APBA3
SRF	APEX2
SRF	APH1A
SRF	APOBEC2
SRF	AR
SRF	ARFGAP1
SRF	ARHGAP1
SRF	ARID3B
SRF	ARPC1A
SRF	ARRDC3-AS1
SRF	ASB6
SRF	ASCL1
SRF	ATP13A1
SRF	ATP5B
SRF	AURKAIP1
SRF	B3GALT5
SRF	B9D2
SRF	BABAM1
SRF	BAG6
SRF	BAK1
SRF	BLOC1S3
SRF	BRD9
SRF	BUD13
SRF	C11orf24
SRF	C14orf28
SRF	C16orf91
SRF	C18orf32
SRF	C19orf25
SRF	C1QC
SRF	C4orf51
SRF	C6orf222
SRF	C7orf31
SRF	C7orf73
SRF	C8G
SRF	C8orf59
SRF	C9orf142
SRF	CCDC125
SRF	CCDC130
SRF	CCDC77
SRF	CCDC9
SRF	CCDC91
SRF	CCDC94
SRF	CCDC97
SRF	CCL24
SRF	CCZ1B
SRF	CD2BP2
SRF	CDH22
SRF	CDIPT
SRF	CDK11B
SRF	CDK9
SRF	CDRT15
SRF	CEP164
SRF	CHID1
SRF	CHTF8
SRF	CIR1
SRF	CLEC18B
SRF	CLN3
SRF	CLP1
SRF	CLPP
SRF	CLPTM1
SRF	CLTB
SRF	CMIP
SRF	CNDP2
SRF	CNP
SRF	CNPPD1
SRF	COMMD5
SRF	COPB2
SRF	COPG2
SRF	COX14
SRF	CPSF3L
SRF	CPSF7
SRF	CREB3
SRF	CRIPT
SRF	CRTC2
SRF	CRYL1
SRF	CRYM-AS1
SRF	CSRP1
SRF	CTBP2
SRF	CTNNA1
SRF	CTU1
SRF	CUL7
SRF	CUTA
SRF	CYB5R3
SRF	DAG1
SRF	DAP3
SRF	DAPK3
SRF	DAXX
SRF	DAZAP1
SRF	DBP
SRF	DCAF11
SRF	DCAF4L1
SRF	DCLRE1C
SRF	DCUN1D5
SRF	DDA1
SRF	DDOST
SRF	DDX23
SRF	DDX24
SRF	DDX39A
SRF	DDX47
SRF	DDX49
SRF	DGKZ
SRF	DHPS
SRF	DHX30
SRF	DHX34
SRF	DHX38
SRF	DLST
SRF	DNAH9
SRF	DNAJC14
SRF	DNAJC4
SRF	DPH2
SRF	DPP9
SRF	DPYS
SRF	DRG2
SRF	DYNC1I2
SRF	E2F4
SRF	EBI3
SRF	ECE2
SRF	EGR3
SRF	EIF3C
SRF	EIF5A
SRF	ELAC2
SRF	ELOF1
SRF	ELOVL1
SRF	EME2
SRF	EPN1
SRF	ERCC1
SRF	ETV3
SRF	EXOC3
SRF	EXOC3-AS1
SRF	EXOC3L1
SRF	EXOC7
SRF	EXOSC4
SRF	EXTL3
SRF	FAM110A
SRF	FAM114A2
SRF	FAM156B
SRF	FAM160A2
SRF	FAM207A
SRF	FAM78A
SRF	FASTKD5
SRF	FBRS
SRF	FBRSL1
SRF	FBXO22
SRF	FCHO1
SRF	FEM1A
SRF	FERMT3
SRF	FES
SRF	FIBP
SRF	FRMD8
SRF	FUK
SRF	FZR1
SRF	G6PD
SRF	GAK
SRF	GALE
SRF	GATAD1
SRF	GBA2
SRF	GCK
SRF	GDI2
SRF	GIT1
SRF	GLI4
SRF	GNL3L
SRF	GNPTG
SRF	GOLGA2
SRF	GOLGA3
SRF	GPANK1
SRF	GPN2
SRF	GPR137
SRF	GPR25
SRF	GRAMD1A
SRF	GTF2B
SRF	GTF3C1
SRF	GTF3C2
SRF	GTPBP2
SRF	HAGHL
SRF	HGFAC
SRF	HIST1H1C
SRF	HIST2H2AA4
SRF	HIST2H4A
SRF	HM13
SRF	HMGXB3
SRF	HMHA1
SRF	HNRNPUL1
SRF	HNRNPUL2-BSCL2
SRF	HOXC6
SRF	HPCAL1
SRF	HPS1
SRF	HS6ST2
SRF	HSPA4
SRF	HSPBP1
SRF	HYAL2
SRF	ICAM2
SRF	IL18BP
SRF	IMP3
SRF	INO80B
SRF	INO80B-WBP1
SRF	INTS5
SRF	IPPK
SRF	IRAK1
SRF	ISCU
SRF	ITPRIP
SRF	JMJD8
SRF	KBTBD4
SRF	KCTD2
SRF	KDM2A
SRF	KDM5C
SRF	KIAA0141
SRF	KIAA0319L
SRF	KIAA0825
SRF	KLHL18
